event,time,magnitude,e_magnitude,upperlimit,band,instrument,telescope,source
SN2002fk,52600.71843,15.338,0.017,,I,,,"2009ApJ...700..331H,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2002fk,52601.74595,16.799,0.182,,U,,,"2009ApJ...700..331H,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2002fk,52601.74914,16.627,0.02,,B,,,"2009ApJ...700..331H,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2002fk,52601.75162,15.765,0.017,,V,,,"2009ApJ...700..331H,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2002fk,52601.75338,15.542,0.017,,R,,,"2009ApJ...700..331H,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2002fk,52601.7548,15.336,0.019,,I,,,"2009ApJ...700..331H,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2002fk,52602.75227,17.038,0.178,,U,,,"2009ApJ...700..331H,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2002fk,52602.75547,16.653,0.018,,B,,,"2009ApJ...700..331H,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2002fk,52602.75794,15.77,0.014,,V,,,"2009ApJ...700..331H,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2002fk,52602.7597,15.574,0.015,,R,,,"2009ApJ...700..331H,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2002fk,52602.76111,15.421,0.017,,I,,,"2009ApJ...700..331H,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2002fk,52604.33,16.60700,0.01800,,B,,kait3,"2012MNRAS.425.1789S,2010ApJS..190..418G"
SN2002fk,52604.33,15.50100,0.02000,,I,,kait3,"2012MNRAS.425.1789S,2010ApJS..190..418G"
SN2002fk,52604.33,15.65000,0.01200,,R,,kait3,"2012MNRAS.425.1789S,2010ApJS..190..418G"
SN2002fk,52604.33,15.85100,0.01400,,V,,kait3,"2012MNRAS.425.1789S,2010ApJS..190..418G"
SN2002fk,52604.74,15.6,,,R,,,"VSNET Oct2003,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2002fk,52604.89,15.3,,,R,,,"VSNET Oct2003,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2002fk,52607.30,16.70200,0.02600,,B,,kait3,"2012MNRAS.425.1789S,2010ApJS..190..418G"
SN2002fk,52607.30,15.60000,0.01800,,I,,kait3,"2012MNRAS.425.1789S,2010ApJS..190..418G"
SN2002fk,52607.30,15.76000,0.01200,,R,,kait3,"2012MNRAS.425.1789S,2010ApJS..190..418G"
SN2002fk,52607.30,15.91300,0.01400,,V,,kait3,"2012MNRAS.425.1789S,2010ApJS..190..418G"
SN2002fk,52610.35,16.76800,0.03500,,B,,kait3,"2012MNRAS.425.1789S,2010ApJS..190..418G"
SN2002fk,52610.35,15.75600,0.02600,,I,,kait3,"2012MNRAS.425.1789S,2010ApJS..190..418G"
SN2002fk,52610.35,15.83600,0.02300,,R,,kait3,"2012MNRAS.425.1789S,2010ApJS..190..418G"
SN2002fk,52610.35,16.02200,0.02000,,V,,kait3,"2012MNRAS.425.1789S,2010ApJS..190..418G"
SN2002fk,52611.80681,17.167,0.073,,U,,,"2009ApJ...700..331H,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2002fk,52611.80999,16.824,0.035,,B,,,"2009ApJ...700..331H,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2002fk,52611.81244,15.996,0.014,,V,,,"2009ApJ...700..331H,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2002fk,52611.81421,15.859,0.015,,R,,,"2009ApJ...700..331H,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2002fk,52611.81564,15.749,0.017,,I,,,"2009ApJ...700..331H,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2002fk,52612.68631,15.984,0.014,,V,,,"2009ApJ...700..331H,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2002fk,52612.68807,15.898,0.015,,R,,,"2009ApJ...700..331H,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2002fk,52612.68949,15.899,0.02,,I,,,"2009ApJ...700..331H,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2002fk,52613.31,16.75700,0.01800,,B,,kait3,"2012MNRAS.425.1789S,2010ApJS..190..418G"
SN2002fk,52613.31,15.91700,0.03300,,I,,kait3,"2012MNRAS.425.1789S,2010ApJS..190..418G"
SN2002fk,52613.31,15.96000,0.01500,,R,,kait3,"2012MNRAS.425.1789S,2010ApJS..190..418G"
SN2002fk,52613.31,16.06300,0.01900,,V,,kait3,"2012MNRAS.425.1789S,2010ApJS..190..418G"
SN2002fk,52613.34,16.78800,0.04000,,B,,nickel,"2012MNRAS.425.1789S,2010ApJS..190..418G"
SN2002fk,52613.34,15.71000,0.06000,,I,,nickel,"2012MNRAS.425.1789S,2010ApJS..190..418G"
SN2002fk,52613.34,15.95100,0.01000,,R,,nickel,"2012MNRAS.425.1789S,2010ApJS..190..418G"
SN2002fk,52613.34,16.12000,0.02900,,V,,nickel,"2012MNRAS.425.1789S,2010ApJS..190..418G"
SN2002fk,52613.72851,17.23,0.087,,U,,,"2009ApJ...700..331H,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2002fk,52613.73169,16.835,0.017,,B,,,"2009ApJ...700..331H,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2002fk,52613.73413,16.106,0.016,,V,,,"2009ApJ...700..331H,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2002fk,52613.73588,15.945,0.015,,R,,,"2009ApJ...700..331H,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2002fk,52613.7373,15.859,0.018,,I,,,"2009ApJ...700..331H,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2002fk,52615.87,15.7,,,R,,,"VSNET Oct2003,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2002fk,52616.29,16.83300,0.03900,,B,,kait3,"2012MNRAS.425.1789S,2010ApJS..190..418G"
SN2002fk,52616.29,16.14200,0.02800,,I,,kait3,"2012MNRAS.425.1789S,2010ApJS..190..418G"
SN2002fk,52616.29,16.02000,0.03400,,R,,kait3,"2012MNRAS.425.1789S,2010ApJS..190..418G"
SN2002fk,52616.29,16.18400,0.02800,,V,,kait3,"2012MNRAS.425.1789S,2010ApJS..190..418G"
SN2002fk,52616.7412,16.171,0.015,,V,,,"2009ApJ...700..331H,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2002fk,52616.74297,16.061,0.016,,R,,,"2009ApJ...700..331H,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2002fk,52616.7444,16.037,0.022,,I,,,"2009ApJ...700..331H,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2002fk,52619.27,16.85000,0.02100,,B,,kait3,"2012MNRAS.425.1789S,2010ApJS..190..418G"
SN2002fk,52619.27,16.09000,0.03500,,I,,kait3,"2012MNRAS.425.1789S,2010ApJS..190..418G"
SN2002fk,52619.27,16.20800,0.02900,,R,,kait3,"2012MNRAS.425.1789S,2010ApJS..190..418G"
SN2002fk,52619.27,16.25100,0.03900,,V,,kait3,"2012MNRAS.425.1789S,2010ApJS..190..418G"
SN2002fk,52619.78023,16.903,0.018,,B,,,"2009ApJ...700..331H,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2002fk,52619.78269,16.225,0.016,,V,,,"2009ApJ...700..331H,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2002fk,52619.78446,16.117,0.017,,R,,,"2009ApJ...700..331H,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2002fk,52619.78588,16.122,0.021,,I,,,"2009ApJ...700..331H,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2002fk,52620.22,16.89100,0.01300,,B,,nickel,"2012MNRAS.425.1789S,2010ApJS..190..418G"
SN2002fk,52620.22,16.07500,0.02600,,I,,nickel,"2012MNRAS.425.1789S,2010ApJS..190..418G"
SN2002fk,52620.22,16.15700,0.03200,,R,,nickel,"2012MNRAS.425.1789S,2010ApJS..190..418G"
SN2002fk,52620.22,16.28500,0.01000,,V,,nickel,"2012MNRAS.425.1789S,2010ApJS..190..418G"
SN2002fk,52620.32,16.24100,0.06500,,I,,kait3,"2012MNRAS.425.1789S,2010ApJS..190..418G"
SN2002fk,52620.32,16.21300,0.03600,,R,,kait3,"2012MNRAS.425.1789S,2010ApJS..190..418G"
SN2002fk,52620.97,15.6,,,R,,,"VSNET Oct2003,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2002fk,52631.29,17.12000,0.02900,,B,,kait3,"2012MNRAS.425.1789S,2010ApJS..190..418G"
SN2002fk,52631.29,16.59500,0.07000,,I,,kait3,"2012MNRAS.425.1789S,2010ApJS..190..418G"
SN2002fk,52631.29,16.63600,0.02600,,R,,kait3,"2012MNRAS.425.1789S,2010ApJS..190..418G"
SN2002fk,52631.29,16.56300,0.03000,,V,,kait3,"2012MNRAS.425.1789S,2010ApJS..190..418G"
SN2002fk,52633.75,16.4,,,R,,,"VSNET Oct2003,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2002fk,52634.67983,17.604,0.08,,U,,,"2009ApJ...700..331H,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2002fk,52634.68302,17.163,0.022,,B,,,"2009ApJ...700..331H,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2002fk,52634.68549,16.656,0.025,,V,,,"2009ApJ...700..331H,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2002fk,52634.68726,16.614,0.02,,R,,,"2009ApJ...700..331H,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2002fk,52634.68868,16.733,0.028,,I,,,"2009ApJ...700..331H,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2002fk,52636.64284,17.181,0.019,,B,,,"2009ApJ...700..331H,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2002fk,52636.64528,16.664,0.018,,V,,,"2009ApJ...700..331H,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2002fk,52636.64705,16.662,0.02,,R,,,"2009ApJ...700..331H,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2002fk,52636.64846,16.821,0.029,,I,,,"2009ApJ...700..331H,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2002fk,52643.56428,17.246,0.033,,B,,,"2009ApJ...700..331H,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2002fk,52643.56675,16.838,0.017,,V,,,"2009ApJ...700..331H,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2002fk,52643.56852,16.889,0.023,,R,,,"2009ApJ...700..331H,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2002fk,52643.56994,17.049,0.03,,I,,,"2009ApJ...700..331H,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2002fk,52643.5753,17.257,0.022,,B,,,"2009ApJ...700..331H,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2002fk,52643.57777,16.819,0.02,,V,,,"2009ApJ...700..331H,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2002fk,52643.57954,16.892,0.018,,R,,,"2009ApJ...700..331H,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2002fk,52643.58095,17.034,0.027,,I,,,"2009ApJ...700..331H,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2002fk,52644.23,17.29300,0.04900,,B,,kait3,"2012MNRAS.425.1789S,2010ApJS..190..418G"
SN2002fk,52644.23,17.10400,0.07500,,I,,kait3,"2012MNRAS.425.1789S,2010ApJS..190..418G"
SN2002fk,52644.23,16.96700,0.02000,,R,,kait3,"2012MNRAS.425.1789S,2010ApJS..190..418G"
SN2002fk,52644.23,16.84800,0.01900,,V,,kait3,"2012MNRAS.425.1789S,2010ApJS..190..418G"
SN2002fk,52650.77,16.4,,,R,,,"VSNET Oct2003,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2002fk,52652.25,16.6,,,R,,,"VSNET Oct2003,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2002fk,52657.22,17.78300,0.13600,,I,,kait3,"2012MNRAS.425.1789S,2010ApJS..190..418G"
SN2002fk,52657.22,17.30000,0.05100,,R,,kait3,"2012MNRAS.425.1789S,2010ApJS..190..418G"
SN2002fk,52657.22,17.15000,0.03600,,V,,kait3,"2012MNRAS.425.1789S,2010ApJS..190..418G"
SN2002fk,52660.67126,17.558,0.035,,B,,,"2009ApJ...700..331H,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2002fk,52660.67373,17.248,0.039,,V,,,"2009ApJ...700..331H,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2002fk,52660.6755,17.361,0.035,,R,,,"2009ApJ...700..331H,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2002fk,52660.67692,17.735,0.092,,I,,,"2009ApJ...700..331H,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2002fk,52663.19,17.63700,0.09700,,B,,kait3,"2012MNRAS.425.1789S,2010ApJS..190..418G"
SN2002fk,52663.19,18.02000,0.27500,,I,,kait3,"2012MNRAS.425.1789S,2010ApJS..190..418G"
SN2002fk,52665.60844,17.336,0.022,,V,,,"2009ApJ...700..331H,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2002fk,52665.6102,17.425,0.03,,R,,,"2009ApJ...700..331H,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2002fk,52673.13,17.70500,0.10300,,B,,kait3,"2012MNRAS.425.1789S,2010ApJS..190..418G"
SN2002fk,52673.13,18.12600,0.13900,,I,,kait3,"2012MNRAS.425.1789S,2010ApJS..190..418G"
SN2002fk,52673.13,17.72300,0.16900,,R,,kait3,"2012MNRAS.425.1789S,2010ApJS..190..418G"
SN2002fk,52673.13,17.55800,0.03500,,V,,kait3,"2012MNRAS.425.1789S,2010ApJS..190..418G"
SN2002fk,52674.11,17.65400,0.03900,,B,,nickel,"2012MNRAS.425.1789S,2010ApJS..190..418G"
SN2002fk,52674.11,17.76300,0.08200,,I,,nickel,"2012MNRAS.425.1789S,2010ApJS..190..418G"
SN2002fk,52674.11,17.70400,0.03100,,R,,nickel,"2012MNRAS.425.1789S,2010ApJS..190..418G"
SN2002fk,52674.11,17.48700,0.01500,,V,,nickel,"2012MNRAS.425.1789S,2010ApJS..190..418G"
